"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
60,"No","Travel_Rarely",422,"Research & Development",7,3,"Life Sciences",549,1,"Female",41,3,5,"Manager",1,"Married",19566,3854,5,"No",11,3,4,0,33,5,1,29,8,11,10
44,"No","Travel_Rarely",170,"Research & Development",1,4,"Life Sciences",1903,2,"Male",78,4,2,"Healthcare Representative",1,"Married",5033,9364,2,"No",15,3,4,1,10,5,3,2,0,2,2
37,"No","Travel_Rarely",1192,"Research & Development",5,2,"Medical",460,4,"Male",61,3,2,"Manufacturing Director",4,"Divorced",6347,23177,7,"No",16,3,3,2,8,2,2,6,2,0,4
39,"No","Travel_Frequently",711,"Research & Development",4,3,"Medical",1633,1,"Female",81,3,2,"Manufacturing Director",3,"Single",5042,3140,0,"No",13,3,4,0,10,2,1,9,2,3,8
34,"No","Travel_Rarely",1111,"Sales",8,2,"Life Sciences",808,3,"Female",93,3,2,"Sales Executive",1,"Married",6500,13305,5,"No",17,3,2,1,6,1,3,3,2,1,2
31,"No","Travel_Rarely",140,"Research & Development",12,1,"Medical",246,3,"Female",95,3,1,"Research Scientist",4,"Married",3929,6984,8,"Yes",23,4,3,1,7,0,3,4,2,0,2
37,"No","Travel_Rarely",1115,"Research & Development",1,4,"Life Sciences",77,1,"Male",51,2,2,"Manufacturing Director",3,"Divorced",5993,2689,1,"No",18,3,3,1,7,2,4,7,5,0,7
38,"No","Travel_Rarely",1495,"Research & Development",10,3,"Medical",634,3,"Female",76,3,2,"Healthcare Representative",3,"Married",9824,22174,3,"No",19,3,3,1,18,4,3,1,0,0,0
54,"No","Travel_Rarely",1441,"Research & Development",17,3,"Technical Degree",1013,3,"Female",56,3,3,"Manufacturing Director",3,"Married",10739,13943,8,"No",11,3,3,1,22,2,3,10,7,0,8
29,"No","Travel_Frequently",1413,"Sales",1,1,"Medical",312,2,"Female",42,3,3,"Sales Executive",4,"Married",7918,6599,1,"No",14,3,4,1,11,5,3,11,10,4,1
37,"No","Travel_Frequently",1278,"Sales",1,4,"Medical",1700,3,"Male",31,1,2,"Sales Executive",4,"Divorced",9525,7677,1,"No",14,3,3,2,6,2,2,6,3,1,3
34,"No","Travel_Rarely",401,"Research & Development",1,3,"Life Sciences",1447,4,"Female",86,2,1,"Laboratory Technician",2,"Married",3294,3708,5,"No",17,3,1,1,7,2,2,5,4,0,2
36,"No","Non-Travel",845,"Sales",1,5,"Medical",479,4,"Female",45,3,2,"Sales Executive",4,"Single",6653,15276,4,"No",15,3,2,0,7,6,3,1,0,0,0
35,"No","Travel_Rarely",1349,"Research & Development",7,2,"Life Sciences",1601,3,"Male",63,2,1,"Laboratory Technician",4,"Married",2690,7713,1,"No",18,3,4,1,1,5,2,1,0,0,1
32,"No","Travel_Rarely",1062,"Research & Development",2,3,"Medical",471,3,"Female",75,3,1,"Laboratory Technician",2,"Married",2370,3956,1,"No",13,3,3,1,8,4,3,8,0,0,7
30,"No","Travel_Frequently",1012,"Research & Development",5,4,"Life Sciences",861,2,"Male",75,2,1,"Research Scientist",4,"Divorced",3761,2373,9,"No",12,3,2,1,10,3,2,5,4,0,3
38,"No","Travel_Rarely",1245,"Sales",14,3,"Life Sciences",1582,3,"Male",80,3,2,"Sales Executive",2,"Married",9924,12355,0,"No",11,3,4,1,10,3,3,9,8,7,7
29,"No","Travel_Rarely",1246,"Sales",19,3,"Life Sciences",1497,3,"Male",77,2,2,"Sales Executive",3,"Divorced",8620,23757,1,"No",14,3,3,2,10,3,3,10,7,0,4
39,"No","Travel_Frequently",945,"Research & Development",22,3,"Medical",1043,4,"Female",82,3,3,"Manufacturing Director",1,"Single",10880,5083,1,"Yes",13,3,3,0,21,2,3,21,6,2,8
51,"No","Travel_Rarely",1302,"Research & Development",2,3,"Medical",408,4,"Male",84,1,2,"Manufacturing Director",2,"Divorced",5482,16321,5,"No",18,3,4,1,13,3,3,4,1,1,2
30,"No","Travel_Rarely",231,"Sales",8,2,"Other",982,3,"Male",62,3,3,"Sales Executive",3,"Divorced",7264,9977,5,"No",11,3,1,1,10,2,4,8,4,7,7
36,"No","Travel_Frequently",635,"Research & Development",18,1,"Medical",286,2,"Female",73,3,1,"Laboratory Technician",4,"Single",2153,7703,1,"No",13,3,1,0,8,2,3,8,1,1,7
40,"No","Travel_Rarely",1124,"Sales",1,2,"Medical",453,2,"Male",57,1,2,"Sales Executive",4,"Married",7457,13273,2,"Yes",22,4,3,3,6,2,2,4,3,0,2
50,"No","Travel_Rarely",1099,"Research & Development",29,4,"Life Sciences",569,2,"Male",88,2,4,"Manager",3,"Married",17046,9314,0,"No",15,3,2,1,28,2,3,27,10,15,7
39,"No","Travel_Rarely",1253,"Research & Development",10,1,"Medical",1800,3,"Male",65,3,3,"Research Director",3,"Single",13464,7914,7,"No",21,4,3,0,9,3,3,4,3,2,2
54,"No","Travel_Rarely",431,"Research & Development",7,4,"Medical",1830,4,"Female",68,3,2,"Research Scientist",4,"Married",6854,15696,4,"No",15,3,2,1,14,2,2,7,1,1,7
41,"No","Non-Travel",509,"Research & Development",2,4,"Other",616,1,"Female",62,2,2,"Healthcare Representative",3,"Single",6811,2112,2,"Yes",17,3,1,0,10,3,3,8,7,0,7
32,"No","Travel_Frequently",1311,"Research & Development",7,3,"Life Sciences",359,2,"Male",100,4,1,"Laboratory Technician",2,"Married",2794,26062,1,"No",20,4,3,0,5,3,1,5,1,0,3
34,"No","Non-Travel",1381,"Sales",4,4,"Marketing",523,3,"Female",72,3,2,"Sales Executive",3,"Married",6538,12740,9,"No",15,3,1,1,6,3,3,3,2,1,2
36,"No","Travel_Rarely",430,"Research & Development",2,4,"Other",1847,4,"Female",73,3,2,"Research Scientist",2,"Married",6962,19573,4,"Yes",22,4,4,1,15,2,3,1,0,0,0
28,"No","Travel_Rarely",1144,"Sales",10,1,"Medical",1056,4,"Male",74,3,1,"Sales Representative",2,"Married",1052,23384,1,"No",22,4,2,0,1,5,3,1,0,0,0
33,"No","Travel_Frequently",1392,"Research & Development",3,4,"Life Sciences",5,4,"Female",56,3,1,"Research Scientist",3,"Married",2909,23159,1,"Yes",11,3,3,0,8,3,3,8,7,3,0
38,"No","Travel_Rarely",1206,"Research & Development",9,2,"Life Sciences",1940,2,"Male",71,3,1,"Research Scientist",4,"Divorced",4771,14293,2,"No",19,3,4,2,10,0,4,5,2,0,3
29,"No","Travel_Frequently",410,"Research & Development",2,1,"Life Sciences",1513,4,"Female",97,3,1,"Laboratory Technician",2,"Married",3180,4668,0,"No",13,3,3,3,4,3,3,3,2,0,2
38,"No","Travel_Frequently",1490,"Research & Development",2,2,"Life Sciences",556,4,"Male",42,3,1,"Laboratory Technician",4,"Married",1702,12106,1,"Yes",23,4,3,1,1,3,3,1,0,0,0
37,"No","Travel_Frequently",889,"Research & Development",9,3,"Medical",403,2,"Male",53,3,1,"Research Scientist",4,"Married",2326,11411,1,"Yes",12,3,3,3,4,3,2,4,2,1,2
39,"No","Travel_Rarely",1253,"Research & Development",10,1,"Medical",1800,3,"Male",65,3,3,"Research Director",3,"Single",13464,7914,7,"No",21,4,3,0,9,3,3,4,3,2,2
30,"No","Travel_Frequently",721,"Research & Development",1,2,"Medical",57,3,"Female",58,3,2,"Laboratory Technician",4,"Single",4011,10781,1,"No",23,4,4,0,12,2,3,12,8,3,7
30,"No","Non-Travel",641,"Sales",25,2,"Technical Degree",475,4,"Female",85,3,2,"Sales Executive",3,"Married",4736,6069,7,"Yes",12,3,2,1,4,2,4,2,2,2,2
28,"No","Travel_Frequently",773,"Research & Development",6,3,"Life Sciences",1154,3,"Male",39,2,1,"Research Scientist",3,"Divorced",2703,22088,1,"Yes",14,3,4,1,3,2,3,3,1,0,2
35,"No","Travel_Rarely",670,"Research & Development",10,4,"Medical",1587,1,"Female",51,3,2,"Healthcare Representative",3,"Single",6142,4223,3,"Yes",16,3,3,0,10,4,3,5,2,0,4
29,"No","Travel_Rarely",1176,"Sales",3,2,"Medical",690,2,"Female",62,3,2,"Sales Executive",3,"Married",5561,3487,1,"No",14,3,1,1,6,5,2,6,0,1,2
27,"No","Travel_Rarely",511,"Sales",2,2,"Medical",1898,1,"Female",89,4,2,"Sales Executive",3,"Single",6500,26997,0,"No",14,3,2,0,9,5,2,8,7,0,7
42,"No","Travel_Rarely",622,"Research & Development",2,4,"Life Sciences",659,3,"Female",81,3,2,"Healthcare Representative",4,"Married",4089,5718,1,"No",13,3,2,2,10,4,3,10,2,2,2
20,"No","Travel_Rarely",1141,"Sales",2,3,"Medical",1657,3,"Female",31,3,1,"Sales Representative",3,"Single",2783,13251,1,"No",19,3,1,0,2,3,3,2,2,2,2
37,"No","Travel_Rarely",1462,"Research & Development",11,3,"Medical",1411,1,"Female",94,3,1,"Laboratory Technician",3,"Single",3629,19106,4,"No",18,3,1,0,8,6,3,3,2,0,2
34,"No","Travel_Frequently",669,"Research & Development",1,3,"Medical",1184,4,"Male",97,2,2,"Healthcare Representative",1,"Single",5343,25755,0,"No",20,4,3,0,14,3,3,13,9,4,9
28,"No","Travel_Rarely",760,"Sales",2,4,"Marketing",846,2,"Female",81,3,2,"Sales Executive",2,"Married",4779,3698,1,"Yes",20,4,1,0,8,2,3,8,7,7,5
23,"No","Travel_Rarely",1309,"Research & Development",26,1,"Life Sciences",465,3,"Male",83,3,1,"Research Scientist",4,"Divorced",2904,16092,1,"No",12,3,3,2,4,2,2,4,2,0,2
47,"No","Travel_Rarely",1001,"Research & Development",4,3,"Life Sciences",1827,3,"Female",92,2,3,"Manufacturing Director",2,"Divorced",10333,19271,8,"Yes",12,3,3,1,28,4,3,22,11,14,10
38,"No","Travel_Frequently",594,"Research & Development",2,2,"Medical",1760,3,"Female",75,2,1,"Laboratory Technician",2,"Married",2468,15963,4,"No",14,3,2,1,9,4,2,6,1,0,5
28,"No","Non-Travel",1103,"Research & Development",16,3,"Medical",1947,3,"Male",49,3,1,"Research Scientist",3,"Single",2144,2122,1,"No",14,3,3,0,5,3,2,5,3,1,4
39,"No","Travel_Rarely",867,"Research & Development",9,2,"Medical",1936,1,"Male",87,3,2,"Manufacturing Director",1,"Married",5151,12315,1,"No",25,4,4,1,10,3,3,10,0,7,9
42,"No","Travel_Frequently",748,"Research & Development",9,2,"Medical",1480,1,"Female",74,3,1,"Laboratory Technician",4,"Single",3673,16458,1,"No",13,3,3,0,12,3,3,12,9,5,8
39,"No","Travel_Frequently",1218,"Research & Development",1,1,"Life Sciences",531,2,"Male",52,3,5,"Manager",3,"Divorced",19197,8213,1,"Yes",14,3,3,1,21,3,3,21,8,1,6
41,"No","Non-Travel",267,"Sales",10,2,"Life Sciences",599,4,"Male",56,3,2,"Sales Executive",4,"Single",6230,13430,7,"No",14,3,4,0,16,3,3,14,3,1,10
36,"No","Travel_Rarely",917,"Research & Development",6,4,"Life Sciences",1221,3,"Male",60,1,1,"Laboratory Technician",3,"Divorced",2741,6865,1,"No",14,3,3,1,7,4,3,7,7,1,7
29,"No","Travel_Rarely",153,"Research & Development",15,2,"Life Sciences",15,4,"Female",49,2,2,"Laboratory Technician",3,"Single",4193,12682,0,"Yes",12,3,4,0,10,3,3,9,5,0,8
28,"No","Travel_Rarely",1117,"Research & Development",8,2,"Life Sciences",395,4,"Female",66,3,1,"Research Scientist",4,"Single",3310,4488,1,"No",21,4,4,0,5,3,3,5,3,0,2
33,"No","Travel_Rarely",931,"Research & Development",14,3,"Medical",252,4,"Female",72,3,1,"Research Scientist",2,"Married",2756,4673,1,"No",13,3,4,1,8,5,3,8,7,1,6
55,"No","Travel_Rarely",1229,"Research & Development",4,4,"Life Sciences",1501,4,"Male",30,3,2,"Healthcare Representative",3,"Married",4035,16143,0,"Yes",16,3,2,0,4,2,3,3,2,1,2
32,"No","Travel_Rarely",1018,"Research & Development",3,2,"Life Sciences",727,3,"Female",39,3,3,"Research Director",4,"Single",11159,19373,3,"No",15,3,4,0,10,6,3,7,7,7,7
40,"No","Travel_Rarely",750,"Research & Development",12,3,"Life Sciences",1829,2,"Female",47,3,2,"Healthcare Representative",1,"Divorced",4448,10748,2,"No",12,3,2,1,15,3,3,7,4,7,7
27,"No","Non-Travel",1277,"Research & Development",8,5,"Life Sciences",1094,1,"Male",87,1,1,"Laboratory Technician",3,"Married",4621,5869,1,"No",19,3,4,3,3,4,3,3,2,1,2
49,"No","Travel_Rarely",809,"Research & Development",1,3,"Life Sciences",1677,3,"Male",36,3,4,"Manager",3,"Single",15379,22384,4,"No",14,3,1,0,23,2,3,8,7,0,0
35,"No","Travel_Rarely",219,"Research & Development",16,2,"Other",1886,4,"Female",44,2,2,"Manufacturing Director",2,"Married",4788,25388,0,"Yes",11,3,4,0,4,2,3,3,2,0,2
39,"No","Travel_Rarely",1132,"Research & Development",1,3,"Medical",417,3,"Male",48,4,3,"Healthcare Representative",4,"Divorced",9613,10942,0,"No",17,3,1,3,19,5,2,18,10,3,7
31,"No","Travel_Frequently",793,"Sales",20,3,"Life Sciences",1135,3,"Male",67,4,1,"Sales Representative",4,"Married",2791,21981,0,"No",12,3,1,1,3,4,3,2,2,2,2
40,"No","Travel_Frequently",580,"Sales",5,4,"Life Sciences",729,4,"Male",48,2,3,"Sales Executive",1,"Married",10475,23772,5,"Yes",21,4,3,1,20,2,3,18,13,1,12
45,"No","Travel_Rarely",1385,"Research & Development",20,2,"Medical",372,3,"Male",79,3,4,"Healthcare Representative",4,"Married",13496,7501,0,"Yes",14,3,2,0,21,2,3,20,7,4,10
34,"No","Travel_Frequently",618,"Research & Development",3,1,"Life Sciences",1103,1,"Male",45,3,2,"Healthcare Representative",4,"Single",7756,22266,0,"No",17,3,3,0,7,1,2,6,2,0,4
21,"No","Travel_Rarely",996,"Research & Development",3,2,"Medical",379,4,"Male",100,2,1,"Research Scientist",3,"Single",3230,10531,1,"No",17,3,1,0,3,4,4,3,2,1,0
28,"No","Travel_Rarely",580,"Research & Development",27,3,"Medical",1622,2,"Female",39,1,2,"Manufacturing Director",1,"Divorced",4877,20460,0,"No",21,4,2,1,6,5,2,5,3,0,0
27,"No","Non-Travel",210,"Sales",1,1,"Marketing",449,3,"Male",73,3,2,"Sales Executive",2,"Married",6349,22107,0,"Yes",13,3,4,1,6,0,3,5,4,1,4
31,"No","Travel_Rarely",741,"Research & Development",2,4,"Life Sciences",1721,2,"Male",69,3,1,"Laboratory Technician",3,"Married",3477,18103,1,"No",14,3,4,1,6,2,4,5,2,0,3
47,"No","Travel_Frequently",1379,"Research & Development",16,4,"Medical",987,3,"Male",64,4,2,"Manufacturing Director",3,"Divorced",5067,6759,1,"Yes",19,3,3,0,20,3,4,19,10,2,7
31,"No","Non-Travel",697,"Research & Development",10,3,"Medical",1979,3,"Female",40,3,3,"Research Director",3,"Married",11031,26862,4,"No",20,4,3,1,13,2,4,11,7,4,8
50,"No","Travel_Rarely",989,"Research & Development",7,2,"Medical",80,2,"Female",43,2,5,"Research Director",3,"Divorced",18740,16701,5,"Yes",12,3,4,1,29,2,2,27,3,13,8
25,"No","Travel_Rarely",1372,"Sales",18,1,"Life Sciences",1399,1,"Male",93,4,2,"Sales Executive",3,"Married",6232,12477,2,"No",11,3,2,0,6,3,2,3,2,1,2
38,"No","Travel_Rarely",201,"Research & Development",10,3,"Medical",2015,2,"Female",99,1,3,"Research Director",3,"Married",13206,3376,3,"No",12,3,1,1,20,3,3,18,16,1,11
57,"No","Travel_Rarely",334,"Research & Development",24,2,"Life Sciences",223,3,"Male",83,4,3,"Healthcare Representative",4,"Divorced",9439,23402,3,"Yes",16,3,2,1,12,2,1,5,3,1,4
34,"No","Travel_Rarely",1111,"Sales",8,2,"Life Sciences",808,3,"Female",93,3,2,"Sales Executive",1,"Married",6500,13305,5,"No",17,3,2,1,6,1,3,3,2,1,2
41,"No","Travel_Rarely",1276,"Sales",2,5,"Life Sciences",625,2,"Female",91,3,4,"Manager",1,"Married",16595,5626,7,"No",16,3,2,1,22,2,3,18,16,11,8
25,"No","Travel_Rarely",685,"Research & Development",1,3,"Life Sciences",350,1,"Female",62,3,2,"Manufacturing Director",3,"Married",4898,7505,0,"No",12,3,4,2,5,3,3,4,2,1,2
28,"No","Travel_Rarely",1144,"Sales",10,1,"Medical",1056,4,"Male",74,3,1,"Sales Representative",2,"Married",1052,23384,1,"No",22,4,2,0,1,5,3,1,0,0,0
32,"No","Travel_Rarely",638,"Research & Development",8,2,"Medical",865,3,"Female",91,4,2,"Research Scientist",3,"Married",5175,22162,5,"No",12,3,3,1,9,3,2,5,3,1,3
35,"No","Travel_Rarely",538,"Research & Development",25,2,"Other",652,1,"Male",54,2,2,"Laboratory Technician",4,"Single",3681,14004,4,"No",14,3,4,0,9,3,3,3,2,0,2
45,"No","Travel_Rarely",252,"Research & Development",1,3,"Other",336,3,"Male",70,4,5,"Manager",4,"Married",19202,15970,0,"No",11,3,3,1,25,2,3,24,0,1,7
35,"No","Travel_Rarely",882,"Sales",3,4,"Life Sciences",984,4,"Male",92,3,3,"Sales Executive",4,"Divorced",7823,6812,6,"No",13,3,2,1,12,2,3,10,9,0,8
29,"No","Travel_Rarely",332,"Human Resources",17,3,"Other",1419,2,"Male",51,2,3,"Human Resources",1,"Single",7988,9769,1,"No",13,3,1,0,10,3,2,10,9,0,9
33,"No","Travel_Rarely",1069,"Research & Development",1,3,"Life Sciences",969,2,"Female",42,2,2,"Healthcare Representative",4,"Single",6949,12291,0,"No",14,3,1,0,6,3,3,5,0,1,4
43,"No","Travel_Rarely",574,"Research & Development",11,3,"Life Sciences",1971,1,"Male",30,3,3,"Healthcare Representative",3,"Married",7510,16873,1,"No",17,3,2,1,10,1,3,10,9,0,9
29,"No","Travel_Frequently",410,"Research & Development",2,1,"Life Sciences",1513,4,"Female",97,3,1,"Laboratory Technician",2,"Married",3180,4668,0,"No",13,3,3,3,4,3,3,3,2,0,2
53,"No","Travel_Rarely",238,"Sales",1,1,"Medical",682,4,"Female",34,3,2,"Sales Executive",1,"Single",8381,7507,7,"No",20,4,4,0,18,2,4,14,7,8,10
45,"No","Travel_Rarely",1038,"Research & Development",20,3,"Medical",1460,2,"Male",95,1,3,"Healthcare Representative",1,"Divorced",10851,19863,2,"Yes",18,3,2,1,24,2,3,7,7,0,7
31,"No","Non-Travel",1188,"Sales",20,2,"Marketing",947,4,"Female",45,3,2,"Sales Executive",3,"Married",6932,24406,1,"No",13,3,4,1,9,2,2,9,8,0,0
46,"No","Travel_Rarely",1125,"Sales",10,3,"Marketing",580,3,"Female",94,2,3,"Sales Executive",4,"Married",9071,11563,2,"Yes",19,3,3,1,15,3,3,3,2,1,2
27,"No","Travel_Rarely",608,"Research & Development",1,2,"Life Sciences",725,3,"Female",68,3,3,"Manufacturing Director",1,"Married",7412,6009,1,"No",11,3,4,0,9,3,3,9,7,0,7
40,"No","Travel_Rarely",1308,"Research & Development",14,3,"Medical",1128,3,"Male",44,2,5,"Research Director",3,"Single",19626,17544,1,"No",14,3,1,0,21,2,4,20,7,4,9
30,"No","Travel_Rarely",852,"Research & Development",1,1,"Life Sciences",104,4,"Male",55,2,2,"Laboratory Technician",4,"Married",5126,15998,1,"Yes",12,3,3,2,10,1,2,10,8,3,0
39,"No","Travel_Rarely",1132,"Research & Development",1,3,"Medical",417,3,"Male",48,4,3,"Healthcare Representative",4,"Divorced",9613,10942,0,"No",17,3,1,3,19,5,2,18,10,3,7
43,"No","Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1666,3,"Male",65,2,4,"Research Director",3,"Married",17603,3525,1,"No",24,4,1,1,14,3,3,14,10,6,11
40,"No","Travel_Rarely",1492,"Research & Development",20,4,"Technical Degree",1092,1,"Male",61,3,3,"Healthcare Representative",4,"Married",10322,26542,4,"No",20,4,4,1,14,6,3,11,10,11,1
30,"No","Travel_Frequently",1012,"Research & Development",5,4,"Life Sciences",861,2,"Male",75,2,1,"Research Scientist",4,"Divorced",3761,2373,9,"No",12,3,2,1,10,3,2,5,4,0,3
32,"No","Travel_Rarely",334,"Research & Development",5,2,"Life Sciences",21,1,"Male",80,4,1,"Research Scientist",2,"Divorced",3298,15053,0,"Yes",12,3,4,2,7,5,2,6,2,0,5
36,"No","Travel_Rarely",559,"Research & Development",12,4,"Life Sciences",1614,3,"Female",76,3,2,"Manufacturing Director",3,"Married",4663,12421,9,"Yes",12,3,2,2,7,2,3,3,2,1,1
43,"No","Non-Travel",1344,"Research & Development",7,3,"Medical",262,4,"Male",37,4,1,"Research Scientist",4,"Divorced",2089,5228,4,"No",14,3,4,3,7,3,4,5,4,2,2
29,"No","Travel_Rarely",1010,"Research & Development",1,3,"Life Sciences",1249,1,"Female",97,3,1,"Research Scientist",4,"Divorced",3760,5598,1,"No",15,3,1,3,3,5,3,3,2,1,2
52,"No","Travel_Frequently",890,"Research & Development",25,4,"Medical",867,3,"Female",81,2,4,"Manufacturing Director",4,"Married",13826,19028,3,"No",22,4,3,0,31,3,3,9,8,0,0
29,"No","Travel_Frequently",574,"Research & Development",20,1,"Medical",1852,4,"Male",40,3,1,"Laboratory Technician",4,"Married",3812,7003,1,"No",13,3,2,0,11,3,4,11,8,3,10
38,"No","Travel_Rarely",433,"Human Resources",1,3,"Human Resources",1152,3,"Male",37,4,1,"Human Resources",3,"Married",2844,6004,1,"No",13,3,4,1,7,2,4,7,6,5,0
36,"No","Travel_Frequently",1213,"Human Resources",2,1,"Human Resources",1890,2,"Male",94,2,2,"Human Resources",4,"Single",3886,4223,1,"No",21,4,4,0,10,2,2,10,1,0,8
32,"No","Travel_Frequently",967,"Sales",8,3,"Marketing",207,2,"Female",43,3,3,"Sales Executive",4,"Single",8998,15589,1,"No",14,3,4,0,9,2,3,9,8,3,7
34,"No","Non-Travel",1381,"Sales",4,4,"Marketing",523,3,"Female",72,3,2,"Sales Executive",3,"Married",6538,12740,9,"No",15,3,1,1,6,3,3,3,2,1,2
54,"No","Travel_Rarely",397,"Human Resources",19,4,"Medical",698,3,"Male",88,3,3,"Human Resources",2,"Married",10725,6729,2,"No",15,3,3,1,16,1,4,9,7,7,1
40,"No","Non-Travel",1151,"Research & Development",9,5,"Life Sciences",287,4,"Male",63,2,2,"Healthcare Representative",4,"Married",4876,14242,9,"No",14,3,4,1,5,5,1,3,2,0,2
30,"No","Travel_Rarely",570,"Sales",5,3,"Marketing",456,4,"Female",30,2,2,"Sales Executive",3,"Divorced",6118,5431,1,"No",13,3,3,3,10,2,3,10,9,1,2
36,"No","Travel_Rarely",1425,"Research & Development",14,1,"Life Sciences",924,3,"Male",68,3,2,"Healthcare Representative",4,"Married",6586,4821,0,"Yes",17,3,1,1,17,2,2,16,8,4,11
52,"No","Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",813,4,"Female",82,3,2,"Laboratory Technician",3,"Married",3149,21821,8,"No",20,4,2,1,9,3,3,5,2,1,4
35,"No","Travel_Rarely",735,"Research & Development",6,1,"Life Sciences",1291,3,"Male",66,3,1,"Research Scientist",3,"Married",3506,6020,0,"Yes",14,3,4,0,4,3,3,3,2,2,2
40,"No","Travel_Rarely",302,"Research & Development",6,3,"Life Sciences",601,2,"Female",75,3,4,"Manufacturing Director",3,"Single",13237,20364,7,"No",15,3,3,0,22,3,3,20,6,5,13
31,"No","Travel_Rarely",471,"Research & Development",4,3,"Medical",1916,1,"Female",62,4,1,"Laboratory Technician",3,"Divorced",3978,16031,8,"No",12,3,2,1,4,0,2,2,2,2,2
54,"No","Travel_Rarely",376,"Research & Development",19,4,"Medical",799,4,"Female",95,3,2,"Manufacturing Director",1,"Divorced",5485,22670,9,"Yes",11,3,2,2,9,4,3,5,3,1,4
38,"No","Travel_Frequently",1186,"Research & Development",3,4,"Other",1060,3,"Male",44,3,1,"Research Scientist",3,"Married",2821,2997,3,"No",16,3,1,1,8,2,3,2,2,2,2
26,"No","Travel_Rarely",474,"Research & Development",3,3,"Life Sciences",1581,1,"Female",89,3,1,"Research Scientist",4,"Married",2061,11133,1,"No",21,4,1,0,1,5,3,1,0,0,0
39,"No","Travel_Rarely",492,"Research & Development",12,3,"Medical",1654,4,"Male",66,3,2,"Manufacturing Director",2,"Married",5295,7693,4,"No",21,4,3,0,7,3,3,5,4,1,0
38,"No","Travel_Rarely",849,"Research & Development",25,2,"Life Sciences",421,1,"Female",81,2,3,"Research Director",2,"Married",12061,26707,3,"No",17,3,3,1,19,2,3,10,8,0,1
47,"No","Travel_Rarely",955,"Sales",4,2,"Life Sciences",1003,4,"Female",83,3,2,"Sales Executive",4,"Single",4163,8571,1,"Yes",17,3,3,0,9,0,3,9,0,0,7
32,"No","Travel_Frequently",1316,"Research & Development",2,2,"Life Sciences",1235,4,"Female",38,3,2,"Research Scientist",3,"Single",4998,2338,4,"Yes",14,3,4,0,10,2,3,8,7,0,7
38,"No","Travel_Rarely",322,"Sales",7,2,"Medical",382,1,"Female",44,4,2,"Sales Executive",1,"Divorced",5605,19191,1,"Yes",24,4,3,1,8,3,3,8,0,7,7
34,"No","Travel_Rarely",971,"Sales",1,3,"Technical Degree",1535,4,"Male",64,2,3,"Sales Executive",3,"Married",7083,12288,1,"Yes",14,3,4,0,10,3,3,10,9,8,6
45,"No","Travel_Rarely",1457,"Research & Development",7,3,"Medical",1195,1,"Female",83,3,1,"Research Scientist",3,"Married",4477,20100,4,"Yes",19,3,3,1,7,2,2,3,2,0,2
36,"No","Travel_Rarely",1174,"Sales",3,4,"Marketing",1425,1,"Female",99,3,2,"Sales Executive",2,"Single",9278,20763,3,"Yes",16,3,4,0,15,3,3,5,4,0,1
36,"No","Travel_Frequently",469,"Research & Development",3,3,"Technical Degree",1257,3,"Male",46,3,1,"Research Scientist",2,"Married",3692,9256,1,"No",12,3,3,0,12,2,2,11,10,0,7
40,"No","Travel_Frequently",530,"Research & Development",1,4,"Life Sciences",119,3,"Male",78,2,4,"Healthcare Representative",2,"Married",13503,14115,1,"No",22,4,4,1,22,3,2,22,3,11,11
42,"No","Non-Travel",495,"Research & Development",2,1,"Life Sciences",1334,3,"Male",37,3,4,"Manager",3,"Married",17861,26582,0,"Yes",13,3,4,0,21,3,2,20,8,2,10
27,"No","Travel_Rarely",269,"Research & Development",5,1,"Technical Degree",844,3,"Male",42,2,3,"Research Director",4,"Divorced",12808,8842,1,"Yes",16,3,2,1,9,3,3,9,8,0,8
56,"No","Travel_Rarely",1400,"Research & Development",7,3,"Life Sciences",112,4,"Male",49,1,3,"Manufacturing Director",4,"Single",7260,21698,4,"No",11,3,1,0,37,3,2,6,4,0,2
24,"No","Travel_Rarely",506,"Research & Development",29,1,"Medical",1725,2,"Male",91,3,1,"Laboratory Technician",1,"Divorced",3907,3622,1,"No",13,3,2,3,6,2,4,6,2,1,2
30,"No","Travel_Rarely",231,"Sales",8,2,"Other",982,3,"Male",62,3,3,"Sales Executive",3,"Divorced",7264,9977,5,"No",11,3,1,1,10,2,4,8,4,7,7
29,"No","Travel_Rarely",1247,"Sales",20,2,"Marketing",349,4,"Male",45,3,2,"Sales Executive",4,"Divorced",6931,10732,2,"No",14,3,4,1,10,2,3,3,2,0,2
36,"No","Travel_Frequently",1213,"Human Resources",2,1,"Human Resources",1890,2,"Male",94,2,2,"Human Resources",4,"Single",3886,4223,1,"No",21,4,4,0,10,2,2,10,1,0,8
